basisOfRecord,catalogNumber,collectionCode,datasetID,decimalLatitude,decimalLongitude,institutionCode,modified,occurrenceID,occurrenceRemarks,occurrenceStatus,scientificName,scientificNameID,sex,id,dataset_id,node_id,dropped,absence,marine,brackish,superdomain,kingdom,phylum,subphylum,infraphylum,parvphylum,class,subclass,infraclass,superorder,order,family,genus,species,superdomainid,kingdomid,phylumid,subphylumid,infraphylumid,parvphylumid,classid,subclassid,infraclassid,superorderid,orderid,familyid,genusid,speciesid,aphiaID,originalScientificName,category,wrims,flags,bathymetry,shoredistance,sst,sss,accessRights,collectionID,coordinateUncertaintyInMeters,country,datasetName,individualCount,license,ownerInstitutionCode,recordNumber,recordedBy,rightsHolder,taxonID,type,day,eventDate,eventTime,georeferenceRemarks,locality,maximumDepthInMeters,maximumElevationInMeters,minimumDepthInMeters,minimumElevationInMeters,month,references,samplingProtocol,scientificNameAuthorship,year,depth,date_start,date_mid,date_end,date_year,footprintWKT,geodeticDatum,county,waterBody,identifiedBy,coordinatePrecision,organismQuantity,organismQuantityType,taxonRank,acceptedNameUsage,acceptedNameUsageID,continent,countryCode,eventID,fieldNumber,georeferenceVerificationStatus,georeferencedBy,higherGeography,identificationID,institutionID,language,locationID,locationRemarks,preparations,previousIdentifications,specificEpithet,verbatimSRS,dateIdentified,eventRemarks,higherClassification,nomenclaturalCode,otherCatalogNumbers,startDayOfYear,verbatimLatitude,verbatimLongitude,typeStatus
Occurrence,#1307366559634#0.8319253726599429,DCR (IRD),https://marineinfo.org/id/dataset/3126,0.66680557,63.250137,"IRD, UMR EME, SÃ¨te, France",2013-06-20 10:32:07,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366559634#0.8319253726599429:0xFC448E0001000400",EME_1-fr.ird.observe.entities.TailleFaune#1307366559634#0.8319253726599429,present,Carcharhinus falciformis,urn:lsid:marinespecies.org:taxname:105789,IND,0afbf9e8-898f-4837-bd25-90451aea74e1,15700106-b0f0-4134-b3d4-4d48acce406a,4bf79a01-65a9-4db6-b37b-18434f26ddfc,FALSE,FALSE,TRUE,FALSE,Biota,Animalia,Chordata,Vertebrata,Gnathostomata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Galeomorphi,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1,2,1821,146419,1828,1517375,10193,368407,368408,368410,10210,105689,105719,105789,105789,Carcharhinus falciformis,VU,TRUE,NO_DEPTH,4452,977786,29.29,35.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Occurrence,#1307366559614#0.7183596822793131,DCR (IRD),https://marineinfo.org/id/dataset/3126,1.2001389,62.633472,"IRD, UMR EME, SÃ¨te, France",2013-06-20 10:32:07,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366559614#0.7183596822793131:0xA3A48D0001000400",EME_1-fr.ird.observe.entities.TailleFaune#1307366559614#0.7183596822793131,present,Carcharhinus falciformis,urn:lsid:marinespecies.org:taxname:105789,IND,0b11a19e-5748-45b6-871a-b22f214a7c28,15700106-b0f0-4134-b3d4-4d48acce406a,4bf79a01-65a9-4db6-b37b-18434f26ddfc,FALSE,FALSE,TRUE,FALSE,Biota,Animalia,Chordata,Vertebrata,Gnathostomata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Galeomorphi,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1,2,1821,146419,1828,1517375,10193,368407,368408,368410,10210,105689,105719,105789,105789,Carcharhinus falciformis,VU,TRUE,NO_DEPTH,4297,952799,29.25,35.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Occurrence,#1307366649832#0.8643360642745043,DCR (IRD),https://marineinfo.org/id/dataset/3126,2.300139,52.850136,"IRD, UMR EME, SÃ¨te, France",2013-06-20 10:32:07,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366649832#0.8643360642745043:0xA74E180001000000",EME_1-fr.ird.observe.entities.TailleFaune#1307366649832#0.8643360642745043,present,Carcharhinus falciformis,urn:lsid:marinespecies.org:taxname:105789,IND,0b221377-fd2e-4f49-a390-417338b6ab1b,15700106-b0f0-4134-b3d4-4d48acce406a,4bf79a01-65a9-4db6-b37b-18434f26ddfc,FALSE,FALSE,TRUE,FALSE,Biota,Animalia,Chordata,Vertebrata,Gnathostomata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Galeomorphi,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1,2,1821,146419,1828,1517375,10193,368407,368408,368410,10210,105689,105719,105789,105789,Carcharhinus falciformis,VU,TRUE,NO_DEPTH,5150,586294,27.97,35.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Occurrence,#1307366650060#0.3687798246782712,DCR (IRD),https://marineinfo.org/id/dataset/3126,-0.033472225,56.15014,"IRD, UMR EME, SÃ¨te, France",2013-06-20 10:32:07,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366650060#0.3687798246782712:0x6FF9170001000600",EME_1-fr.ird.observe.entities.TailleFaune#1307366650060#0.3687798246782712,present,Carcharhinus falciformis,urn:lsid:marinespecies.org:taxname:105789,M,0b2b54f2-e0a6-451c-84ad-f38bf98056db,15700106-b0f0-4134-b3d4-4d48acce406a,4bf79a01-65a9-4db6-b37b-18434f26ddfc,FALSE,FALSE,TRUE,FALSE,Biota,Animalia,Chordata,Vertebrata,Gnathostomata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Galeomorphi,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1,2,1821,146419,1828,1517375,10193,368407,368408,368410,10210,105689,105719,105789,105789,Carcharhinus falciformis,VU,TRUE,NO_DEPTH,4609,422036,28.66,35.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Occurrence,#1307366661194#0.8636435997982446,DCR (IRD),https://marineinfo.org/id/dataset/3126,1.0168055,52.08347,"IRD, UMR EME, SÃ¨te, France",2013-06-20 10:32:07,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366661194#0.8636435997982446:0x41E4170001000000",EME_1-fr.ird.observe.entities.TailleFaune#1307366661194#0.8636435997982446,present,Carcharhinus falciformis,urn:lsid:marinespecies.org:taxname:105789,M,0b43e33d-032e-48b7-9d40-d3f76b025265,15700106-b0f0-4134-b3d4-4d48acce406a,4bf79a01-65a9-4db6-b37b-18434f26ddfc,FALSE,FALSE,TRUE,FALSE,Biota,Animalia,Chordata,Vertebrata,Gnathostomata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Galeomorphi,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1,2,1821,146419,1828,1517375,10193,368407,368408,368410,10210,105689,105719,105789,105789,Carcharhinus falciformis,VU,TRUE,NO_DEPTH,4751,597879,27.95,35.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Occurrence,EME_1-85467,ll_YugNIRO,https://marineinfo.org/id/dataset/3125,0.536533333333329,56.1509,"IRD, UMR EME, Sète, France",2013-06-20 10:06:23,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-85467",NA,present,Carcharhinus falciformis,urn:lsid:marinespecies.org:taxname:105789,NA,0b8e580e-e75f-47a9-b40d-5465458a6e13,f62024d7-1126-41a8-8dde-ff257d232c4d,4bf79a01-65a9-4db6-b37b-18434f26ddfc,FALSE,FALSE,TRUE,FALSE,Biota,Animalia,Chordata,Vertebrata,Gnathostomata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Galeomorphi,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1,2,1821,146419,1828,1517375,10193,368407,368408,368410,10210,105689,105719,105789,105789,Carcharhinus falciformis,VU,TRUE,NO_DEPTH,4203,483942,28.65,35.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Occurrence,#1313997919125#0.8442811002663319,DCR (IRD),https://marineinfo.org/id/dataset/3126,3.7168057,54.450138,"IRD, UMR EME, SÃ¨te, France",2013-06-20 10:32:07,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1313997919125#0.8442811002663319:0xFA158E0001000400",EME_1-fr.ird.observe.entities.TailleFaune#1313997919125#0.8442811002663319,present,Carcharhinus falciformis,urn:lsid:marinespecies.org:taxname:105789,M,0b9bb1a3-8c2e-4b2e-8f9f-3cd12b89da34,15700106-b0f0-4134-b3d4-4d48acce406a,4bf79a01-65a9-4db6-b37b-18434f26ddfc,FALSE,FALSE,TRUE,FALSE,Biota,Animalia,Chordata,Vertebrata,Gnathostomata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Galeomorphi,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1,2,1821,146419,1828,1517375,10193,368407,368408,368410,10210,105689,105719,105789,105789,Carcharhinus falciformis,VU,TRUE,NO_DEPTH,5084,659100,28.11,35.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Occurrence,EME_1-70557,ll_YugNIRO,https://marineinfo.org/id/dataset/3125,11.737753333333,53.0335333333329,"IRD, UMR EME, Sète, France",2013-06-20 10:06:23,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-70557",NA,present,Galeocerdo cuvier,urn:lsid:marinespecies.org:taxname:105799,NA,0bb126dc-5000-4551-9de3-c274bef7d67b,f62024d7-1126-41a8-8dde-ff257d232c4d,4bf79a01-65a9-4db6-b37b-18434f26ddfc,FALSE,FALSE,TRUE,TRUE,Biota,Animalia,Chordata,Vertebrata,Gnathostomata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Galeomorphi,Carcharhiniformes,Carcharhinidae,Galeocerdo,Galeocerdo cuvier,1,2,1821,146419,1828,1517375,10193,368407,368408,368410,10210,105689,105720,105799,105799,Galeocerdo cuvier,NT,TRUE,NO_DEPTH,129,42788,26.5,35.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Occurrence,EME_1-77423,ll_YugNIRO,https://marineinfo.org/id/dataset/3125,0.41916666666667,56,"IRD, UMR EME, Sète, France",2013-06-20 10:06:23,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-77423",NA,present,Carcharhinus falciformis,urn:lsid:marinespecies.org:taxname:105789,NA,0bd9a1b4-6d0c-472d-a18d-5a3c9747cec6,f62024d7-1126-41a8-8dde-ff257d232c4d,4bf79a01-65a9-4db6-b37b-18434f26ddfc,FALSE,FALSE,TRUE,FALSE,Biota,Animalia,Chordata,Vertebrata,Gnathostomata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Galeomorphi,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1,2,1821,146419,1828,1517375,10193,368407,368408,368410,10210,105689,105719,105789,105789,Carcharhinus falciformis,VU,TRUE,NO_DEPTH,517,467758,28.65,35.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,1904-0347,IC,NA,11.95,43.333,MNHN,07:51.0,FN2[33743138]:MNHN-8[105795:1904-0347],NA,NA,Carcharhinus melanopterus,urn:lsid:marinespecies.org:taxname:105795,NA,0bf124a3-295f-46a2-a7ee-a30c73847a04,2891a788-9f30-4413-8f73-9e7686890e9d,dcb0c76d-46a1-4e07-9a69-98cf3fd67576,FALSE,FALSE,TRUE,TRUE,Biota,Animalia,Chordata,Vertebrata,Gnathostomata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Galeomorphi,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus melanopterus,1,2,1821,146419,1828,1517375,10193,368407,368408,368410,10210,105689,105719,105795,105795,Carcharhinus melanopterus,VU,NA,NO_DEPTH,459,2935,29.02,36.47,Non-commercial use only,8,1,djibouti,MNHN,1,(CC-BY NC) 4.0,TU,56813150,gravier,Tulane University,105795,Collection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Occurrence,#1307366750428#0.26520347352068396,DCR (IRD),https://marineinfo.org/id/dataset/3126,0.41680554,55.883472,"IRD, UMR EME, SÃ¨te, France",2013-06-20 10:32:07,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366750428#0.26520347352068396:0xB7B08D0001000200",EME_1-fr.ird.observe.entities.TailleFaune#1307366750428#0.26520347352068396,present,Carcharhinus falciformis,urn:lsid:marinespecies.org:taxname:105789,M,0c03b214-14c2-4791-b954-2b15e1c46eb1,15700106-b0f0-4134-b3d4-4d48acce406a,4bf79a01-65a9-4db6-b37b-18434f26ddfc,FALSE,FALSE,TRUE,FALSE,Biota,Animalia,Chordata,Vertebrata,Gnathostomata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Galeomorphi,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1,2,1821,146419,1828,1517375,10193,368407,368408,368410,10210,105689,105719,105789,105789,Carcharhinus falciformis,VU,TRUE,NO_DEPTH,3777,465228,28.62,35.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Occurrence,EME_1-86839,ll_YugNIRO,https://marineinfo.org/id/dataset/3125,1.9389333333333,58.2850333333329,"IRD, UMR EME, Sète, France",2013-06-20 10:06:23,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-86839",NA,present,Carcharhinus falciformis,urn:lsid:marinespecies.org:taxname:105789,NA,0c10af5f-f2a9-4dec-8ff4-2bea7fd875b8,f62024d7-1126-41a8-8dde-ff257d232c4d,4bf79a01-65a9-4db6-b37b-18434f26ddfc,FALSE,FALSE,TRUE,FALSE,Biota,Animalia,Chordata,Vertebrata,Gnathostomata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Galeomorphi,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1,2,1821,146419,1828,1517375,10193,368407,368408,368410,10210,105689,105719,105789,105789,Carcharhinus falciformis,VU,TRUE,NO_DEPTH,4514,701093,28.9,35.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Occurrence,EME_1-55933,ll_YugNIRO,https://marineinfo.org/id/dataset/3125,3.3186266666667,47.2012799999999,"IRD, UMR EME, Sète, France",2013-06-20 10:06:23,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-55933",NA,present,Galeocerdo cuvier,urn:lsid:marinespecies.org:taxname:105799,NA,0c5c72fd-2a20-4b5a-a041-4d3ccfbb8172,f62024d7-1126-41a8-8dde-ff257d232c4d,4bf79a01-65a9-4db6-b37b-18434f26ddfc,FALSE,FALSE,TRUE,TRUE,Biota,Animalia,Chordata,Vertebrata,Gnathostomata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Galeomorphi,Carcharhiniformes,Carcharhinidae,Galeocerdo,Galeocerdo cuvier,1,2,1821,146419,1828,1517375,10193,368407,368408,368410,10210,105689,105720,105799,105799,Galeocerdo cuvier,NT,TRUE,NO_DEPTH,782,25032,26.73,35.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Occurrence,EME_1-83766,ll_YugNIRO,https://marineinfo.org/id/dataset/3125,0.419186666666669,56.0335833333329,"IRD, UMR EME, Sète, France",2013-06-20 10:06:23,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-83766",NA,present,Carcharhinus falciformis,urn:lsid:marinespecies.org:taxname:105789,NA,0c77401d-0580-4336-9d80-8c50bbedba3d,f62024d7-1126-41a8-8dde-ff257d232c4d,4bf79a01-65a9-4db6-b37b-18434f26ddfc,FALSE,FALSE,TRUE,FALSE,Biota,Animalia,Chordata,Vertebrata,Gnathostomata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Galeomorphi,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1,2,1821,146419,1828,1517375,10193,368407,368408,368410,10210,105689,105719,105789,105789,Carcharhinus falciformis,VU,TRUE,NO_DEPTH,149,468478,28.65,35.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Occurrence,EME_1-84447,ll_YugNIRO,https://marineinfo.org/id/dataset/3125,0.46956666666667,56.0001,"IRD, UMR EME, Sète, France",2013-06-20 10:06:23,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-84447",NA,present,Carcharhinus falciformis,urn:lsid:marinespecies.org:taxname:105789,NA,0c8ffab1-ac50-47bc-a3d5-9642c95ca783,f62024d7-1126-41a8-8dde-ff257d232c4d,4bf79a01-65a9-4db6-b37b-18434f26ddfc,FALSE,FALSE,TRUE,FALSE,Biota,Animalia,Chordata,Vertebrata,Gnathostomata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Galeomorphi,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1,2,1821,146419,1828,1517375,10193,368407,368408,368410,10210,105689,105719,105789,105789,Carcharhinus falciformis,VU,TRUE,NO_DEPTH,752,473265,28.65,35.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Occurrence,#1307366750430#0.0821541156648784,DCR (IRD),https://marineinfo.org/id/dataset/3126,0.41680554,55.883472,"IRD, UMR EME, SÃ¨te, France",2013-06-20 10:32:07,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366750430#0.0821541156648784:0x5D4B180001000500",EME_1-fr.ird.observe.entities.TailleFaune#1307366750430#0.0821541156648784,present,Carcharhinus falciformis,urn:lsid:marinespecies.org:taxname:105789,IND,0ccd7246-765d-4e90-b059-e5e508ac40d9,15700106-b0f0-4134-b3d4-4d48acce406a,4bf79a01-65a9-4db6-b37b-18434f26ddfc,FALSE,FALSE,TRUE,FALSE,Biota,Animalia,Chordata,Vertebrata,Gnathostomata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Galeomorphi,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1,2,1821,146419,1828,1517375,10193,368407,368408,368410,10210,105689,105719,105789,105789,Carcharhinus falciformis,VU,TRUE,NO_DEPTH,3777,465228,28.62,35.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Occurrence,EME_1-83624,ll_YugNIRO,https://marineinfo.org/id/dataset/3125,0.536583333333329,56.067146666667,"IRD, UMR EME, Sète, France",2013-06-20 10:06:23,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-83624",NA,present,Carcharhinus falciformis,urn:lsid:marinespecies.org:taxname:105789,NA,0cd872fa-3af2-42e2-98c1-5127a466d841,f62024d7-1126-41a8-8dde-ff257d232c4d,4bf79a01-65a9-4db6-b37b-18434f26ddfc,FALSE,FALSE,TRUE,FALSE,Biota,Animalia,Chordata,Vertebrata,Gnathostomata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Galeomorphi,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1,2,1821,146419,1828,1517375,10193,368407,368408,368410,10210,105689,105719,105789,105789,Carcharhinus falciformis,VU,TRUE,NO_DEPTH,3023,482012,28.65,35.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Occurrence,#1307366661247#0.5368578598784605,DCR (IRD),https://marineinfo.org/id/dataset/3126,1.0501388,56.73347,"IRD, UMR EME, SÃ¨te, France",2013-06-20 10:32:07,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366661247#0.5368578598784605:0xB15B8E0001000500",EME_1-fr.ird.observe.entities.TailleFaune#1307366661247#0.5368578598784605,present,Carcharhinus falciformis,urn:lsid:marinespecies.org:taxname:105789,IND,0d189fa4-7d87-4b85-be53-fb525971a66c,15700106-b0f0-4134-b3d4-4d48acce406a,4bf79a01-65a9-4db6-b37b-18434f26ddfc,FALSE,FALSE,TRUE,FALSE,Biota,Animalia,Chordata,Vertebrata,Gnathostomata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Galeomorphi,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1,2,1821,146419,1828,1517375,10193,368407,368408,368410,10210,105689,105719,105789,105789,Carcharhinus falciformis,VU,TRUE,NO_DEPTH,4596,551966,28.73,35.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
