sci.name,date,lat,lon,life.stage,bathy,SST,SSS,common.name
Chelonia mydas,2017-04-29,24.643,53.031,NA,4,27.91,38.67,Green
Chelonia mydas,2016-05-31,24.48,53.078,NA,8,27.96,38.64,Green
Caretta caretta,2012-06-13,19.15927,61.43081,Juvenile,3682,27,36.3,Loggerhead
Caretta caretta,2012-06-08,20.02568,59.96143,Juvenile,3425,26.63,36.28,Loggerhead
Chelonia mydas,2017-01-11,24.647,53.041,NA,2,27.91,38.67,Green
Chelonia mydas,2016-05-19,24.636,53.008,NA,8,27.91,38.67,Green
Chelonia mydas,2019-02-06,24.575,56.757,NA,61,28.52,36.83,Green
Chelonia mydas,2016-05-23,24.479,52.927,NA,11,27.92,38.61,Green
Chelonia mydas,2017-05-06,25.759,55.836,NA,6,28.13,38.64,Green
Chelonia mydas,2017-05-08,24.615,53.25,NA,8,27.98,38.74,Green
Caretta caretta,2012-02-20,9.21581,50.67617,Juvenile,10,26.21,35.65,Loggerhead
Chelonia mydas,2017-04-26,24.4,52.905,NA,12,27.95,38.53,Green
Caretta caretta,2011-03-14,15.08946,55.89832,Juvenile,2504,27.02,36.09,Loggerhead
Chelonia mydas,2016-09-07,25.722,55.815,NA,2,28.19,38.72,Green
Caretta caretta,2012-01-22,12.14926,55.57147,Juvenile,4119,26.9,35.98,Loggerhead
Chelonia mydas,2016-12-07,18.737,56.907,NA,8,24.97,36.07,Green
Caretta caretta,2012-04-14,15.47399,55.98661,Juvenile,3125,26.99,36.1,Loggerhead
Chelonia mydas,2016-09-10,25.75,55.889,NA,2,NA,NA,Green
Chelonia mydas,2016-11-16,20.604,58.921,NA,5,25.98,36.04,Green
Caretta caretta,2011-03-19,0.75291,64.73404,Juvenile,3900,29.33,35.18,Loggerhead
Chelonia mydas,2017-07-09,24.664,53.047,NA,7,27.91,38.67,Green
Chelonia mydas,2016-06-01,24.617,53.065,NA,2,27.91,38.67,Green
Caretta caretta,2011-04-20,8.0565,58.54458,Juvenile,3004,28.1,35.81,Loggerhead
Chelonia mydas,2017-06-05,24.907,56.451,NA,13,28.5,36.84,Green
Chelonia mydas,2019-09-24,24.616,52.709,NA,13,27.81,38.58,Green
Caretta caretta,2011-03-14,15.26944,55.68205,Juvenile,2645,27.01,36.09,Loggerhead
Chelonia mydas,2016-11-26,24.568,54.444,NA,4,28.09,38.96,Green
Chelonia mydas,2018-05-23,24.472,53.006,NA,8,27.96,38.64,Green
Chelonia mydas,2018-08-19,24.614,53.121,NA,2,27.93,38.71,Green
Chelonia mydas,2017-05-20,24.625,53.029,NA,2,27.91,38.67,Green
Chelonia mydas,2019-07-09,24.622,53.122,NA,2,27.93,38.71,Green
Chelonia mydas,2017-06-21,24.854,53.078,NA,2,27.84,38.69,Green
Chelonia mydas,2018-06-08,25.374,55.028,NA,19,28.28,38.93,Green
Chelonia mydas,2018-06-08,24.625,53.153,NA,5,27.93,38.71,Green
Caretta caretta,2011-11-17,2.141,47.399,Juvenile,3532,27.23,35.32,Loggerhead
Chelonia mydas,2018-05-07,24.654,53.042,NA,3,27.91,38.67,Green
Chelonia mydas,2018-05-30,25.784,55.911,NA,4,28.13,38.64,Green
Caretta caretta,2011-05-03,10.86385,59.65097,Juvenile,4324,27.63,36.16,Loggerhead
Chelonia mydas,2016-08-25,25.745,55.87,NA,2,NA,NA,Green
Caretta caretta,2012-01-13,10.70708,55.97335,Juvenile,4681,27.09,35.94,Loggerhead
Chelonia mydas,2019-10-08,24.64,53.075,NA,2,27.91,38.67,Green
Caretta caretta,2012-01-29,9.24009,50.71943,Juvenile,34,26.21,35.65,Loggerhead
Chelonia mydas,2018-04-15,24.375,53.219,NA,2,28,38.67,Green
Chelonia mydas,2019-06-14,24.637,53.002,NA,8,27.91,38.67,Green
Chelonia mydas,2016-11-10,22.377,59.896,NA,837,26.48,36.59,Green
Chelonia mydas,2018-09-13,24.563,53.076,NA,2,27.93,38.65,Green
Chelonia mydas,2017-06-26,24.65,53.097,NA,3,27.93,38.71,Green
Chelonia mydas,2019-07-04,24.669,53.11,NA,10,27.92,38.71,Green
Chelonia mydas,2016-11-24,24.646,53.043,NA,2,27.91,38.67,Green
Chelonia mydas,2018-03-18,24.678,53.007,NA,12,27.91,38.69,Green
Caretta caretta,2011-03-15,15.35944,55.52701,Juvenile,2851,27.01,36.09,Loggerhead
Caretta caretta,2011-04-13,6.40572,59.82575,Juvenile,3174,28.66,35.73,Loggerhead
Chelonia mydas,2016-06-07,24.512,52.87,NA,9,27.88,38.59,Green
Caretta caretta,2011-04-01,0.775,43.78628,Juvenile,308,26.89,35.05,Loggerhead
Caretta caretta,2012-01-19,12.05004,55.20813,Juvenile,4380,26.86,35.97,Loggerhead
Chelonia mydas,2016-10-15,24.636,53.045,NA,2,27.91,38.67,Green
Chelonia mydas,2017-06-17,24.499,53.308,NA,7,28.02,38.71,Green
Chelonia mydas,2018-04-23,24.557,53.023,NA,3,27.93,38.65,Green
Caretta caretta,2011-02-19,16.17973,52.75774,Juvenile,1492,26.74,36.07,Loggerhead
Chelonia mydas,2018-07-08,23.47,59.4,NA,3135,27.86,36.74,Green
Caretta caretta,2011-07-17,7.54058,60.2021,Juvenile,2418,28.45,35.82,Loggerhead
Caretta caretta,2011-03-22,1.77902,63.45281,Juvenile,3696,29.28,35.22,Loggerhead
Caretta caretta,2011-11-16,2.115,47.618,Juvenile,3854,27.26,35.33,Loggerhead
Caretta caretta,2011-03-26,3.75862,62.52439,Juvenile,3029,29.2,35.42,Loggerhead
Chelonia mydas,2019-07-21,24.644,53.036,NA,2,27.91,38.67,Green
Chelonia mydas,2016-08-02,25.141,55.004,NA,13,28.24,38.99,Green
Chelonia mydas,2018-07-01,22.355,59.831,NA,42,26.62,36.56,Green
Chelonia mydas,2017-04-29,24.425,53.441,NA,7,28.02,38.76,Green
Chelonia mydas,2016-08-02,24.628,53.047,NA,2,27.91,38.67,Green
Chelonia mydas,2019-06-04,24.642,53.04,NA,2,27.91,38.67,Green
Chelonia mydas,2018-04-06,24.636,53.049,NA,2,27.91,38.67,Green
Chelonia mydas,2018-11-26,24.631,53.272,NA,10,27.98,38.74,Green
Chelonia mydas,2016-11-12,22.194,59.841,NA,92,26.32,36.49,Green
Chelonia mydas,2016-10-23,25.736,55.858,NA,2,NA,NA,Green
Caretta caretta,2012-05-19,14.84185,55.16445,Juvenile,2833,27.04,36.08,Loggerhead
Caretta caretta,2012-06-08,20.09392,59.97788,Juvenile,3452,26.64,36.29,Loggerhead
Caretta caretta,2012-04-14,15.49249,55.93859,Juvenile,2994,26.99,36.1,Loggerhead
Caretta caretta,2012-06-02,18.43388,58.62651,Juvenile,3445,26.65,36.23,Loggerhead
Caretta caretta,2011-03-14,15.28215,55.67184,Juvenile,2654,27.01,36.09,Loggerhead
Chelonia mydas,2016-08-05,25.741,55.789,NA,5,28.19,38.72,Green
Chelonia mydas,2017-01-06,24.155,53.413,NA,5,28,38.69,Green
Caretta caretta,2011-04-28,16.68207,55.69534,Juvenile,3043,26.51,36.1,Loggerhead
Caretta caretta,2011-03-25,16.38048,53.96081,Juvenile,2166,26.81,36.08,Loggerhead
Chelonia mydas,2019-06-03,24.64,53.036,NA,2,27.91,38.67,Green
Chelonia mydas,2016-08-27,24.676,53.095,NA,10,27.92,38.71,Green
Caretta caretta,2012-01-09,7.45666,49.70904,Juvenile,36,26.41,35.51,Loggerhead
Chelonia mydas,2018-06-29,26.269,57,NA,52,28.14,36.89,Green
Caretta caretta,2011-04-12,6.32988,59.97537,Juvenile,3087,28.69,35.72,Loggerhead
Chelonia mydas,2016-06-05,24.627,53.037,NA,2,27.91,38.67,Green
Caretta caretta,2011-02-07,4.39867,54.04513,Juvenile,4756,27.95,35.47,Loggerhead
Chelonia mydas,2017-01-08,24.573,54.412,NA,5,28.09,38.93,Green
Caretta caretta,2011-11-25,-0.02319,52.99536,Juvenile,5070,28.18,35.37,Loggerhead
Caretta caretta,2011-03-01,11.08835,55.62507,Juvenile,3734,27.01,35.95,Loggerhead
Caretta caretta,2012-01-13,10.83081,55.88907,Juvenile,4177,27.07,35.94,Loggerhead
Chelonia mydas,2016-07-29,25.849,55.907,NA,13,28.16,38.46,Green
Caretta caretta,2011-08-06,2.25461,45.92657,Juvenile,214,26.94,35.25,Loggerhead
Chelonia mydas,2018-05-19,23.803,58.609,NA,1195,28.12,36.8,Green
Caretta caretta,2011-01-22,9.92813,57.65299,Juvenile,4066,27.55,35.96,Loggerhead
Caretta caretta,2011-07-16,7.63051,60.22684,Juvenile,2684,28.45,35.83,Loggerhead
Caretta caretta,2011-05-01,10.64282,59.79386,Juvenile,3995,27.7,36.15,Loggerhead
Chelonia mydas,2018-04-07,24.652,53.04,NA,6,27.91,38.67,Green
Caretta caretta,2011-12-06,0.82569,54.95803,Juvenile,4855,28.47,35.35,Loggerhead
Chelonia mydas,2017-05-07,24.848,54.227,NA,23,28.17,38.85,Green
Caretta caretta,2011-02-25,14.71455,53.27324,Juvenile,1948,26.9,36.06,Loggerhead
Chelonia mydas,2017-05-01,25.73,55.812,NA,4,28.19,38.72,Green
Caretta caretta,2011-05-05,16.57119,56.5491,Juvenile,3720,26.69,36.13,Loggerhead
Chelonia mydas,2017-04-29,24.782,53.05,NA,10,27.87,38.69,Green
Chelonia mydas,2019-08-16,24.652,53.044,NA,3,27.91,38.67,Green
Caretta caretta,2012-01-10,7.62957,49.86455,Juvenile,43,26.31,35.52,Loggerhead
Chelonia mydas,2017-05-08,24.653,53.041,NA,6,27.91,38.67,Green
Caretta caretta,2011-02-20,15.76003,52.47077,Juvenile,513,26.63,36.07,Loggerhead
Caretta caretta,2011-04-24,16.63785,55.24209,Juvenile,2742,26.53,36.07,Loggerhead
Caretta caretta,2011-04-30,15.02234,56.62685,Juvenile,2940,26.92,36.12,Loggerhead
Chelonia mydas,2018-07-17,22.345,59.846,NA,80,26.48,36.59,Green
Chelonia mydas,2018-11-13,24.576,53.656,NA,18,28.06,38.8,Green
Chelonia mydas,2018-05-31,24.496,52.961,NA,7,27.92,38.61,Green
Chelonia mydas,2018-08-28,24.626,52.967,NA,10,27.89,38.66,Green
Chelonia mydas,2016-06-11,24.51,52.957,NA,6,27.89,38.64,Green
Chelonia mydas,2018-04-28,24.469,52.928,NA,11,27.92,38.61,Green
Caretta caretta,2012-01-23,8.96198,50.54958,Juvenile,25,26.22,35.62,Loggerhead
Chelonia mydas,2017-01-02,20.592,58.916,NA,2,26.03,36,Green
Chelonia mydas,2017-05-05,25.775,55.886,NA,3,28.13,38.64,Green
Chelonia mydas,2018-08-05,24.666,53.029,NA,10,27.91,38.67,Green
Chelonia mydas,2016-12-01,24.565,54.446,NA,2,28.09,38.96,Green
Caretta caretta,2011-03-04,14.68345,53.0971,Juvenile,2047,26.93,36.06,Loggerhead
Caretta caretta,2012-06-12,19.34667,61.19693,Juvenile,3668,26.95,36.28,Loggerhead
Chelonia mydas,2019-07-19,24.637,53.042,NA,2,27.91,38.67,Green
Chelonia mydas,2018-04-07,24.336,53.79,NA,4,28.04,38.81,Green
Caretta caretta,2011-12-06,1.00853,50.3392,Juvenile,5046,27.67,35.35,Loggerhead
Chelonia mydas,2016-11-23,24.568,54.449,NA,4,28.09,38.96,Green
Chelonia mydas,2018-04-25,24.452,52.994,NA,9,27.92,38.61,Green
Caretta caretta,2011-04-27,14.27204,55.6573,Juvenile,2747,26.98,36.09,Loggerhead
Caretta caretta,2012-02-03,9.22985,50.7191,Juvenile,34,26.21,35.65,Loggerhead
Chelonia mydas,2019-07-04,24.649,53.045,NA,2,27.91,38.67,Green
Chelonia mydas,2017-01-05,20.591,58.919,NA,2,25.98,36.04,Green
Caretta caretta,2011-04-02,15.36654,54.47749,Juvenile,2754,26.93,36.09,Loggerhead
Caretta caretta,2011-06-06,-0.10532,56.78866,Juvenile,4748,28.75,35.34,Loggerhead
Chelonia mydas,2018-08-24,24.676,53.05,NA,9,27.91,38.69,Green
Caretta caretta,2012-04-15,15.52031,55.83902,Juvenile,3101,26.97,36.1,Loggerhead
Chelonia mydas,2016-12-18,26.234,56.153,NA,69,27.91,37.52,Green
Caretta caretta,2012-04-30,15.864,55.91809,Juvenile,2838,26.9,36.1,Loggerhead
Chelonia mydas,2017-05-08,24.613,52.659,NA,14,27.79,38.55,Green
Chelonia mydas,2019-09-12,24.619,53.108,NA,2,27.93,38.71,Green
Chelonia mydas,2018-08-18,24.629,53.12,NA,3,27.93,38.71,Green
Chelonia mydas,2019-06-26,24.643,53.045,NA,2,27.91,38.67,Green
Chelonia mydas,2016-08-10,25.736,55.853,NA,2,NA,NA,Green
Chelonia mydas,2018-05-21,24.455,52.873,NA,7,27.91,38.57,Green
Chelonia mydas,2017-05-03,24.437,53.984,NA,13,28.05,38.86,Green
Chelonia mydas,2018-08-26,22.532,59.815,NA,11,26.95,36.64,Green
Chelonia mydas,2017-01-28,24.636,54.372,NA,11,28.14,38.93,Green
Chelonia mydas,2018-10-05,24.64,53.041,NA,2,27.91,38.67,Green
Chelonia mydas,2017-05-01,24.579,53.042,NA,2,27.93,38.65,Green
Caretta caretta,2012-05-07,15.83124,55.20883,Juvenile,2843,26.92,36.09,Loggerhead
Chelonia mydas,2019-05-23,24.658,53.007,NA,10,27.91,38.67,Green
Caretta caretta,2011-02-06,4.42653,54.00043,Juvenile,4883,27.95,35.48,Loggerhead
Chelonia mydas,2016-12-09,20.598,58.915,NA,2,26.03,36,Green
Chelonia mydas,2017-01-31,24.681,54.31,NA,14,28.13,38.91,Green
Caretta caretta,2011-03-21,14.54364,51.7437,Juvenile,1535,27.43,36.04,Loggerhead
Caretta caretta,2012-01-12,7.87951,50.12274,Juvenile,121,26.33,35.54,Loggerhead
Caretta caretta,2011-03-26,3.62131,62.60981,Juvenile,3194,29.21,35.4,Loggerhead
Caretta caretta,2011-12-29,5.40612,48.57789,Juvenile,8,26.56,35.39,Loggerhead
Chelonia mydas,2019-09-01,25.974,51.494,NA,5,27.09,38.17,Green
Chelonia mydas,2018-03-25,24.616,53.004,NA,6,27.91,38.67,Green
Caretta caretta,2011-07-17,7.54073,60.17579,Juvenile,2369,28.45,35.82,Loggerhead
Caretta caretta,2011-02-28,15.20415,52.58141,Juvenile,2386,26.99,36.06,Loggerhead
Chelonia mydas,2019-07-19,24.653,53.034,NA,6,27.91,38.67,Green
Chelonia mydas,2018-04-22,24.56,53.033,NA,2,27.93,38.65,Green
Chelonia mydas,2019-10-01,24.04,51.805,NA,19,27.65,37.73,Green
Caretta caretta,2011-04-15,6.99533,59.21041,Juvenile,3272,28.45,35.76,Loggerhead
Caretta caretta,2011-01-23,0.75042,50.63105,Juvenile,5087,27.75,35.35,Loggerhead
Caretta caretta,2011-07-05,8.47654,59.92153,Juvenile,3755,28.21,35.9,Loggerhead
Chelonia mydas,2019-10-13,24.635,53.052,NA,2,27.91,38.67,Green
Caretta caretta,2011-12-07,1.27311,50.28402,Juvenile,5088,27.64,35.35,Loggerhead
Caretta caretta,2011-02-11,5.6686,54.15562,Juvenile,4846,27.72,35.54,Loggerhead
Caretta caretta,2011-12-24,6.36573,59.20893,Juvenile,4048,28.56,35.73,Loggerhead
Chelonia mydas,2016-05-29,24.617,53.092,NA,2,27.93,38.71,Green
Caretta caretta,2011-01-23,10.15686,57.24447,Juvenile,2730,27.45,35.95,Loggerhead
Chelonia mydas,2018-04-19,25.43,55.212,NA,23,28.26,38.94,Green
Caretta caretta,2011-12-05,1.08318,54.71745,Juvenile,4917,28.42,35.36,Loggerhead
Chelonia mydas,2016-12-24,20.573,58.947,NA,9,25.98,36.1,Green
Chelonia mydas,2018-07-15,25.542,54.272,NA,49,28.26,38.55,Green
Chelonia mydas,2019-05-14,24.58,53.073,NA,2,27.93,38.65,Green
Caretta caretta,2011-07-28,10.47063,60.12674,Juvenile,4781,27.79,36.13,Loggerhead
Chelonia mydas,2019-05-24,24.579,53.073,NA,2,27.93,38.65,Green
Chelonia mydas,2018-04-27,24.234,52.566,NA,5,27.82,38.18,Green
Chelonia mydas,2017-05-19,24.638,53.046,NA,2,27.91,38.67,Green
Chelonia mydas,2017-04-27,24.42,53.02,NA,6,27.96,38.64,Green
Chelonia mydas,2017-07-25,24.651,53.066,NA,2,27.91,38.67,Green
Chelonia mydas,2018-09-08,24.634,53.049,NA,2,27.91,38.67,Green
Caretta caretta,2011-03-14,15.25405,55.69634,Juvenile,2617,27.01,36.09,Loggerhead
Caretta caretta,2011-04-14,6.54082,59.5287,Juvenile,2394,28.59,35.74,Loggerhead
Caretta caretta,2011-03-27,-0.01529,51.74857,Juvenile,5100,27.99,35.36,Loggerhead
Chelonia mydas,2018-10-21,24.551,53.359,NA,4,28.02,38.74,Green
Chelonia mydas,2019-05-18,24.58,53.04,NA,2,27.93,38.65,Green
Caretta caretta,2011-06-28,6.91111,58.7977,Juvenile,3417,28.41,35.75,Loggerhead
Chelonia mydas,2018-09-16,22.513,59.824,NA,19,26.95,36.64,Green
Caretta caretta,2012-06-05,19.80637,58.47833,Juvenile,99,25.56,36.22,Loggerhead
Caretta caretta,2012-06-03,18.99986,58.64961,Juvenile,3266,26.42,36.23,Loggerhead
Chelonia mydas,2018-10-12,24.645,53.196,NA,10,27.96,38.73,Green
Caretta caretta,2011-03-18,16.41824,54.73524,Juvenile,2863,26.73,36.08,Loggerhead
Caretta caretta,2011-04-17,13.38074,52.64413,Juvenile,2564,26.76,35.98,Loggerhead
Chelonia mydas,2016-08-26,24.11,52.473,NA,2,27.79,38.08,Green
Chelonia mydas,2019-07-07,24.645,53.054,NA,2,27.91,38.67,Green
Chelonia mydas,2018-04-13,24.644,53.063,NA,2,27.91,38.67,Green
Chelonia mydas,2019-07-14,24.645,53.058,NA,2,27.91,38.67,Green
Chelonia mydas,2016-08-16,24.577,54.437,NA,5,28.09,38.96,Green
Caretta caretta,2012-06-20,19.72411,61.28801,Juvenile,3642,26.94,36.29,Loggerhead
Caretta caretta,2011-12-26,7.15886,59.52692,Juvenile,3700,28.46,35.77,Loggerhead
Chelonia mydas,2016-10-04,24.674,53.141,NA,9,27.92,38.71,Green
Chelonia mydas,2019-02-14,26.701,56.603,NA,57,27.92,37.04,Green
Chelonia mydas,2017-05-03,24.371,53.306,NA,7,28.01,38.68,Green
Chelonia mydas,2019-06-15,24.632,53.031,NA,3,27.91,38.67,Green
Chelonia mydas,2018-03-21,24.59,53.008,NA,5,27.91,38.67,Green
Chelonia mydas,2016-09-15,24.242,53.696,NA,18,27.99,38.79,Green
Chelonia mydas,2018-04-27,24.146,52.468,NA,2,27.79,38.08,Green
Chelonia mydas,2016-09-07,24.63,53.042,NA,2,27.91,38.67,Green
Caretta caretta,2011-03-29,4.3268,62.30542,Juvenile,2741,29.15,35.49,Loggerhead
Chelonia mydas,2019-06-18,24.629,53.037,NA,2,27.91,38.67,Green
Caretta caretta,2011-01-25,1.05713,52.38928,Juvenile,5115,28,35.36,Loggerhead
Chelonia mydas,2018-03-17,24.568,53.074,NA,2,27.93,38.65,Green
Chelonia mydas,2016-08-19,24.766,53.952,NA,11,28.12,38.83,Green
Chelonia mydas,2018-11-11,24.635,53.028,NA,3,27.91,38.67,Green
Chelonia mydas,2018-08-02,24.656,53.052,NA,2,27.91,38.67,Green
Chelonia mydas,2018-04-03,24.558,53.108,NA,2,27.94,38.67,Green
Chelonia mydas,2017-04-25,24.596,52.952,NA,10,27.89,38.66,Green
Chelonia mydas,2016-09-17,24.629,53.047,NA,2,27.91,38.67,Green
Chelonia mydas,2019-05-24,24.559,53.063,NA,2,27.93,38.65,Green
Chelonia mydas,2018-11-26,22.574,59.627,NA,21,27.19,36.67,Green
Caretta caretta,2011-06-14,1.55814,57.56578,Juvenile,4467,28.83,35.34,Loggerhead
Chelonia mydas,2018-06-26,22.513,59.899,NA,502,26.89,36.63,Green
Caretta caretta,2012-01-30,9.21141,50.73856,Juvenile,33,26.21,35.65,Loggerhead
Caretta caretta,2012-06-10,19.7784,60.53575,Juvenile,3488,26.82,36.27,Loggerhead
Chelonia mydas,2016-08-07,25.676,55.726,NA,3,28.19,38.73,Green
Chelonia mydas,2016-10-13,24.106,53.678,NA,28,27.98,38.77,Green
Chelonia mydas,2018-04-15,24.652,53.041,NA,6,27.91,38.67,Green
Chelonia mydas,2018-04-24,24.663,53.029,NA,10,27.91,38.67,Green
Caretta caretta,2010-12-13,0.02064,52.40846,Juvenile,5084,28.09,35.36,Loggerhead
Caretta caretta,2012-04-05,15.51998,55.57734,Juvenile,2910,26.97,36.09,Loggerhead
Chelonia mydas,2018-08-10,25.344,60.049,NA,5,27.43,36.68,Green
Caretta caretta,2011-01-15,8.06969,58.9927,Juvenile,3736,28.16,35.83,Loggerhead
Chelonia mydas,2017-03-02,24.204,53.306,NA,10,28,38.65,Green
Chelonia mydas,2017-05-05,24.673,54.001,NA,16,28.12,38.85,Green
Chelonia mydas,2016-08-19,24.651,53.078,NA,3,27.91,38.67,Green
Caretta caretta,2012-01-04,9.14257,57.64282,Juvenile,4156,27.72,35.88,Loggerhead
Caretta caretta,2011-03-07,12.62078,56.02369,Juvenile,3954,26.9,36.02,Loggerhead
Chelonia mydas,2019-07-30,24.653,53.092,NA,4,27.93,38.71,Green
Caretta caretta,2012-01-06,9.4781,57.25664,Juvenile,4189,27.59,35.9,Loggerhead
Caretta caretta,2012-03-31,15.721,53.28592,Juvenile,2400,26.96,36.1,Loggerhead
Caretta caretta,2011-03-26,16.38246,54.01875,Juvenile,2228,26.81,36.08,Loggerhead
Caretta caretta,2012-05-06,15.84649,55.19868,Juvenile,2859,26.91,36.1,Loggerhead
Caretta caretta,2012-06-12,19.3648,61.18266,Juvenile,3658,26.95,36.28,Loggerhead
Caretta caretta,2011-02-27,15.43741,53.11037,Juvenile,2394,26.95,36.09,Loggerhead
Chelonia mydas,2016-07-26,25.806,55.798,NA,16,28.14,38.7,Green
Caretta caretta,2012-03-01,15.31847,55.78498,Juvenile,2810,27,36.09,Loggerhead
Chelonia mydas,2017-01-02,24.634,53.046,NA,2,27.91,38.67,Green
Chelonia mydas,2017-05-24,24.643,53.048,NA,2,27.91,38.67,Green
Chelonia mydas,2018-05-17,24.636,53.041,NA,2,27.91,38.67,Green
Caretta caretta,2011-12-04,1.17077,54.70643,Juvenile,4942,28.42,35.36,Loggerhead
Chelonia mydas,2018-10-07,22.712,60.201,NA,3026,26.89,36.62,Green
Chelonia mydas,2018-05-03,25.39,54.352,NA,35,28.26,38.64,Green
Chelonia mydas,2017-05-11,24.607,53.022,NA,2,27.91,38.67,Green
Chelonia mydas,2016-12-19,24.641,53.044,NA,2,27.91,38.67,Green
Chelonia mydas,2018-03-17,24.67,53.052,NA,7,27.91,38.69,Green
Chelonia mydas,2019-08-04,24.632,53.054,NA,2,27.91,38.67,Green
Chelonia mydas,2019-07-15,24.63,53.031,NA,3,27.91,38.67,Green
Caretta caretta,2011-07-18,7.50566,60.03176,Juvenile,2406,28.44,35.82,Loggerhead
Caretta caretta,2011-11-27,0.15991,45.22412,Juvenile,3562,27.16,35.35,Loggerhead
Chelonia mydas,2017-01-05,24.152,53.374,NA,5,28,38.69,Green
Chelonia mydas,2018-04-09,24.554,53.078,NA,2,27.93,38.65,Green
Chelonia mydas,2016-09-22,24.239,53.713,NA,13,27.99,38.79,Green
Caretta caretta,2011-12-26,4.80702,48.17364,Juvenile,11,26.59,35.41,Loggerhead
Chelonia mydas,2019-07-13,24.578,53.05,NA,2,27.93,38.65,Green
Chelonia mydas,2018-04-21,24.632,53.095,NA,2,27.93,38.71,Green
Chelonia mydas,2018-04-16,24.646,53.033,NA,4,27.91,38.67,Green
Chelonia mydas,2019-08-27,25.372,52.509,NA,30,27.6,38.52,Green
Chelonia mydas,2019-05-09,24.396,53.121,NA,5,28.01,38.64,Green
Caretta caretta,2011-11-25,0.01856,53.04479,Juvenile,5038,28.19,35.37,Loggerhead
Chelonia mydas,2018-04-10,24.426,53.006,NA,7,27.96,38.64,Green
Chelonia mydas,2016-12-05,20.583,58.935,NA,6,25.98,36.1,Green
Chelonia mydas,2016-10-18,24.578,54.422,NA,6,28.09,38.96,Green
Caretta caretta,2011-04-23,13.24292,53.58364,Juvenile,2762,26.84,35.98,Loggerhead
Caretta caretta,2011-02-16,16.37763,52.9667,Juvenile,1899,26.75,36.07,Loggerhead
Chelonia mydas,2017-03-20,24.169,53.194,NA,13,27.99,38.65,Green
Caretta caretta,2011-06-04,17.85657,55.93631,Juvenile,128,25.35,35.34,Loggerhead
Caretta caretta,2011-12-11,1.36874,56.26738,Juvenile,4679,28.67,35.34,Loggerhead
Caretta caretta,2011-04-06,15.66825,53.84623,Juvenile,2641,26.94,36.1,Loggerhead
Chelonia mydas,2016-11-02,24.634,53.043,NA,2,27.91,38.67,Green
Chelonia mydas,2016-08-22,25.793,55.876,NA,6,28.13,38.64,Green
Caretta caretta,2011-04-19,4.35192,47.88627,Juvenile,11,26.58,35.4,Loggerhead
Chelonia mydas,2016-09-10,25.734,55.834,NA,3,NA,NA,Green
Chelonia mydas,2019-07-30,24.647,53.103,NA,3,27.93,38.71,Green
Chelonia mydas,2016-09-05,24.644,53.018,NA,9,27.91,38.67,Green
Caretta caretta,2011-04-21,13.07763,53.19366,Juvenile,2434,26.71,35.95,Loggerhead
Caretta caretta,2012-01-14,8.37759,50.36292,Juvenile,129,26.25,35.58,Loggerhead
Caretta caretta,2011-12-20,3.53405,47.41733,Juvenile,344,26.7,35.31,Loggerhead
Caretta caretta,2012-02-29,9.19111,50.67405,Juvenile,15,26.21,35.65,Loggerhead
Chelonia mydas,2018-05-05,24.676,52.999,NA,13,27.86,38.67,Green
Caretta caretta,2011-04-17,13.31925,52.55844,Juvenile,2203,26.76,35.98,Loggerhead
Caretta caretta,2011-04-26,16.94528,55.66416,Juvenile,3038,26.29,36.08,Loggerhead
Caretta caretta,2011-11-10,0.27724,44.9292,Juvenile,3361,27.13,35.34,Loggerhead
Chelonia mydas,2017-04-26,24.625,53.023,NA,2,27.91,38.67,Green
Caretta caretta,2011-03-22,13.95497,51.54072,Juvenile,1722,27.46,36.03,Loggerhead
Chelonia mydas,2018-03-12,24.633,53.048,NA,2,27.91,38.67,Green
Chelonia mydas,2018-03-22,24.62,53.042,NA,2,27.91,38.67,Green
Chelonia mydas,2019-06-22,24.607,53.078,NA,2,27.91,38.67,Green
Caretta caretta,2011-03-08,12.82107,56.15717,Juvenile,4058,26.88,36.03,Loggerhead
Caretta caretta,2011-04-01,4.59228,61.96948,Juvenile,3388,29.1,35.54,Loggerhead
Caretta caretta,2011-04-30,10.30001,59.89049,Juvenile,4181,27.77,36.1,Loggerhead
Caretta caretta,2011-06-08,18.35384,56.80157,Juvenile,22,24.98,36.02,Loggerhead
Caretta caretta,2012-04-16,15.476,55.8515,Juvenile,3178,26.99,36.1,Loggerhead
Caretta caretta,2011-05-03,17.0783,55.86774,Juvenile,2878,26.18,36.1,Loggerhead
Chelonia mydas,2016-07-30,25.728,55.791,NA,6,28.19,38.72,Green
Chelonia mydas,2016-08-26,25.737,55.861,NA,2,NA,NA,Green
Caretta caretta,2011-04-02,15.39715,54.4655,Juvenile,2605,26.93,36.09,Loggerhead
Chelonia mydas,2016-12-19,25.758,55.84,NA,5,28.13,38.64,Green
Caretta caretta,2011-04-06,15.65158,53.79068,Juvenile,2422,26.94,36.1,Loggerhead
Caretta caretta,2012-05-25,17.10441,55.95287,Juvenile,2989,26.16,36.1,Loggerhead
Chelonia mydas,2016-10-07,24.617,53.017,NA,2,27.91,38.67,Green
Chelonia mydas,2016-08-14,24.648,53.033,NA,4,27.91,38.67,Green
Caretta caretta,2011-03-24,13.62563,51.35132,Juvenile,1674,27.59,36.02,Loggerhead
Caretta caretta,2011-03-30,0.66926,50.28582,Juvenile,5140,27.71,35.35,Loggerhead
