sci.name,date,lat,lon,life.stage,bathy,SST,SSS,common.name
Caretta caretta,2012-06-01,18.09903,58.4213,Juvenile,3441,26.65,36.2,Loggerhead
Chelonia mydas,2018-04-26,24.898,54.482,NA,17,28.19,38.94,Green
Chelonia mydas,2016-11-28,22.57,59.658,NA,35,27.19,36.67,Green
Chelonia mydas,2016-06-01,24.514,52.88,NA,9,27.88,38.59,Green
Chelonia mydas,2016-12-10,24.576,54.455,NA,3,28.09,38.96,Green
Caretta caretta,2012-02-20,16.80537,56.68229,Juvenile,3657,26.58,36.13,Loggerhead
Caretta caretta,2012-05-16,16.15577,54.68574,Juvenile,2898,26.88,36.1,Loggerhead
Caretta caretta,2012-06-21,19.72393,61.25142,Juvenile,3662,26.94,36.29,Loggerhead
Chelonia mydas,2017-05-28,24.698,52.967,NA,14,27.86,38.67,Green
Caretta caretta,2011-12-28,7.5952,59.36653,Juvenile,2691,28.32,35.81,Loggerhead
Chelonia mydas,2016-08-18,24.627,53.01,NA,6,27.91,38.67,Green
Chelonia mydas,2016-12-03,24.553,54.475,NA,2,28.09,38.96,Green
Caretta caretta,2011-04-28,14.60775,56.14793,Juvenile,3187,26.95,36.1,Loggerhead
Caretta caretta,2011-04-26,13.8927,54.98466,Juvenile,2836,27.02,36.07,Loggerhead
Chelonia mydas,2018-04-23,24.569,53.113,NA,2,27.94,38.67,Green
Chelonia mydas,2016-09-17,24.323,53.472,NA,2,28.02,38.73,Green
Chelonia mydas,2016-10-14,25.646,55.701,NA,12,28.21,38.74,Green
Chelonia mydas,2018-05-17,24.623,53.043,NA,2,27.91,38.67,Green
Chelonia mydas,2019-08-31,24.675,53.018,NA,11,27.91,38.69,Green
Chelonia mydas,2016-08-09,25.666,55.702,NA,2,28.21,38.74,Green
Chelonia mydas,2017-03-27,24.677,53.065,NA,8,27.91,38.69,Green
Chelonia mydas,2017-05-06,24.436,52.939,NA,9,27.92,38.61,Green
Chelonia mydas,2016-08-21,24.721,52.446,NA,32,27.7,38.51,Green
Chelonia mydas,2017-04-26,24.691,53.09,NA,10,27.92,38.71,Green
Caretta caretta,2012-03-09,9.21776,50.73168,Juvenile,35,26.21,35.65,Loggerhead
Caretta caretta,2011-03-23,2.40076,62.97997,Juvenile,3129,29.26,35.25,Loggerhead
Caretta caretta,2011-03-20,14.7527,52.01264,Juvenile,1731,27.18,36.04,Loggerhead
Caretta caretta,2011-04-11,15.07535,54.15297,Juvenile,2655,26.89,36.08,Loggerhead
Caretta caretta,2012-05-29,17.73525,57.01326,Juvenile,76,25.93,36.03,Loggerhead
Caretta caretta,2011-08-09,3.59059,47.85387,Juvenile,2416,26.86,35.36,Loggerhead
Caretta caretta,2011-11-24,1.1836,44.26365,Juvenile,163,26.89,35.13,Loggerhead
Chelonia mydas,2019-05-13,24.468,53.159,NA,10,27.98,38.66,Green
Chelonia mydas,2019-08-07,24.651,53.075,NA,3,27.91,38.67,Green
Chelonia mydas,2018-08-14,22.563,59.845,NA,722,26.89,36.63,Green
Caretta caretta,2012-04-08,9.23901,50.70538,Juvenile,24,26.21,35.65,Loggerhead
Chelonia mydas,2017-03-26,24.642,53.039,NA,2,27.91,38.67,Green
Caretta caretta,2011-01-27,1.41237,53.05907,Juvenile,5113,28.09,35.36,Loggerhead
Chelonia mydas,2018-03-17,24.672,53.066,NA,4,27.91,38.69,Green
Chelonia mydas,2017-05-08,24.65,52.939,NA,12,27.89,38.66,Green
Chelonia mydas,2016-08-12,25.749,55.796,NA,4,28.19,38.72,Green
Caretta caretta,2011-01-24,10.53189,57.13738,Juvenile,4776,27.36,35.97,Loggerhead
Chelonia mydas,2019-07-28,24.667,53.045,NA,9,27.91,38.69,Green
Chelonia mydas,2017-06-12,23.713,58.225,NA,26,28.15,36.83,Green
Caretta caretta,2011-11-19,2.266,47.017,Juvenile,3102,27.15,35.3,Loggerhead
Chelonia mydas,2019-06-01,24.554,53.048,NA,2,27.93,38.65,Green
Caretta caretta,2011-03-28,16.51214,54.54533,Juvenile,2682,26.63,36.07,Loggerhead
Chelonia mydas,2016-11-26,26.242,55.298,NA,3,27.97,37.68,Green
Chelonia mydas,2019-05-16,24.473,53.089,NA,8,27.98,38.66,Green
Chelonia mydas,2018-09-25,22.791,62.19,NA,2881,26.97,36.51,Green
Caretta caretta,2011-02-06,4.40875,54.00481,Juvenile,4818,27.95,35.47,Loggerhead
Caretta caretta,2011-12-16,2.25795,56.96708,Juvenile,4327,28.72,35.39,Loggerhead
Chelonia mydas,2019-05-26,24.652,53.05,NA,2,27.91,38.67,Green
Caretta caretta,2011-03-20,14.74212,52.01064,Juvenile,1744,27.22,36.04,Loggerhead
Caretta caretta,2012-06-07,20.09406,59.25666,Juvenile,2891,26.3,36.26,Loggerhead
Chelonia mydas,2016-08-28,25.733,55.85,NA,2,NA,NA,Green
Chelonia mydas,2018-08-22,24.683,53.233,NA,11,27.93,38.73,Green
Caretta caretta,2011-12-05,0.32432,50.4128,Juvenile,5079,27.76,35.36,Loggerhead
Chelonia mydas,2016-11-24,20.587,58.934,NA,7,25.98,36.04,Green
Caretta caretta,2011-03-28,16.53915,54.36957,Juvenile,2435,26.64,36.07,Loggerhead
Chelonia mydas,2018-06-25,22.361,59.856,NA,189,26.48,36.59,Green
Caretta caretta,2012-06-21,19.72382,61.25482,Juvenile,3662,26.94,36.29,Loggerhead
Caretta caretta,2011-05-22,16.21075,56.04242,Juvenile,3162,26.82,36.11,Loggerhead
Chelonia mydas,2017-06-22,24.829,54.668,NA,5,28.2,38.97,Green
Caretta caretta,2011-01-31,3.36876,53.20688,Juvenile,5149,27.93,35.41,Loggerhead
Chelonia mydas,2018-05-24,25.576,55.354,NA,27,28.22,38.91,Green
Chelonia mydas,2019-09-15,24.632,53.109,NA,2,27.93,38.71,Green
Chelonia mydas,2019-08-05,24.57,53.15,NA,8,27.94,38.67,Green
Chelonia mydas,2016-12-22,24.578,54.448,NA,4,28.09,38.96,Green
Caretta caretta,2012-04-30,15.92738,55.87081,Juvenile,3145,26.89,36.1,Loggerhead
Caretta caretta,2011-12-28,5.21772,48.43765,Juvenile,3,26.57,35.38,Loggerhead
Caretta caretta,2011-05-18,16.6901,55.20414,Juvenile,2956,26.49,36.05,Loggerhead
Caretta caretta,2011-05-07,15.85727,55.98803,Juvenile,2919,26.9,36.1,Loggerhead
Chelonia mydas,2017-05-19,25.777,55.864,NA,6,28.13,38.64,Green
Caretta caretta,2012-06-14,19.10423,61.62473,Juvenile,3632,27.02,36.31,Loggerhead
Caretta caretta,2011-11-14,2.02682,47.55333,Juvenile,3893,27.26,35.33,Loggerhead
Chelonia mydas,2018-10-06,24.565,53.366,NA,3,28.02,38.74,Green
Chelonia mydas,2018-04-03,24.507,53.326,NA,6,28,38.72,Green
Chelonia mydas,2019-08-18,24.652,53.025,NA,9,27.91,38.67,Green
Caretta caretta,2011-05-04,15.21781,57.75247,Juvenile,3720,26.88,36.14,Loggerhead
Caretta caretta,2012-04-22,14.56886,55.88005,Juvenile,2678,26.99,36.1,Loggerhead
Chelonia mydas,2018-03-29,24.541,53.1,NA,2,27.94,38.67,Green
Chelonia mydas,2018-11-07,24.644,53.049,NA,2,27.91,38.67,Green
Chelonia mydas,2016-08-26,25.728,55.728,NA,11,28.19,38.73,Green
Chelonia mydas,2016-11-18,25.646,55.717,NA,2,28.21,38.74,Green
Chelonia mydas,2016-08-27,25.794,55.836,NA,6,28.13,38.64,Green
Chelonia mydas,2017-04-26,24.448,52.976,NA,9,27.92,38.61,Green
Caretta caretta,2010-12-13,-0.03878,52.34602,Juvenile,5116,28.09,35.36,Loggerhead
Caretta caretta,2011-06-06,-0.1103,56.78291,Juvenile,4769,28.75,35.34,Loggerhead
Caretta caretta,2012-04-09,14.94121,55.87771,Juvenile,2198,27.02,36.09,Loggerhead
Chelonia mydas,2018-05-12,24.545,53.022,NA,3,27.93,38.65,Green
Chelonia mydas,2018-07-17,25.601,54.975,NA,37,28.28,38.73,Green
Chelonia mydas,2019-06-16,24.645,53.053,NA,2,27.91,38.67,Green
Caretta caretta,2012-01-15,10.93135,55.73497,Juvenile,4126,27.03,35.94,Loggerhead
Caretta caretta,2011-11-17,2.154,47.382,Juvenile,3497,27.23,35.32,Loggerhead
Chelonia mydas,2019-08-08,24.638,53.043,NA,2,27.91,38.67,Green
Chelonia mydas,2018-03-22,24.63,53.042,NA,2,27.91,38.67,Green
Chelonia mydas,2016-10-29,24.091,53.676,NA,31,27.98,38.77,Green
Caretta caretta,2011-03-28,16.5312,54.44539,Juvenile,2626,26.64,36.07,Loggerhead
Caretta caretta,2012-01-21,8.9017,50.47118,Juvenile,16,26.24,35.61,Loggerhead
Chelonia mydas,2016-08-17,25.414,54.448,NA,29,28.27,38.69,Green
Chelonia mydas,2016-08-12,25.647,55.7,NA,12,28.21,38.74,Green
Chelonia mydas,2016-08-08,25.022,54.904,NA,9,28.25,38.97,Green
Chelonia mydas,2018-07-09,25.673,55.667,NA,9,28.19,38.73,Green
Caretta caretta,2011-02-01,13.34177,55.98022,Juvenile,3894,26.82,36.06,Loggerhead
Chelonia mydas,2017-05-08,25.763,55.905,NA,2,28.13,38.64,Green
Chelonia mydas,2017-06-12,26.249,55.868,NA,85,27.94,37.75,Green
Caretta caretta,2011-04-02,4.67973,61.70134,Juvenile,3582,29.07,35.56,Loggerhead
Chelonia mydas,2017-07-02,24.611,52.995,NA,8,27.89,38.66,Green
Chelonia mydas,2016-11-15,24.507,53.15,NA,14,27.94,38.67,Green
Caretta caretta,2011-12-09,0.95019,55.62687,Juvenile,4562,28.58,35.35,Loggerhead
Chelonia mydas,2016-11-14,24.637,53.032,NA,3,27.91,38.67,Green
Caretta caretta,2012-01-18,8.90482,50.47446,Juvenile,16,26.24,35.61,Loggerhead
Caretta caretta,2012-04-28,15.7494,56.122,Juvenile,3069,26.94,36.1,Loggerhead
Caretta caretta,2012-05-05,15.70264,55.39799,Juvenile,3726,26.95,36.09,Loggerhead
Chelonia mydas,2017-08-10,25.164,53.676,NA,24,28.09,38.65,Green
Chelonia mydas,2016-12-30,24.626,53.095,NA,2,27.93,38.71,Green
Chelonia mydas,2016-11-18,24.61,54.395,NA,7,28.14,38.93,Green
Caretta caretta,2011-04-15,6.84468,59.30304,Juvenile,3706,28.48,35.75,Loggerhead
Caretta caretta,2011-03-10,13.68606,56.25665,Juvenile,3186,26.83,36.09,Loggerhead
Chelonia mydas,2018-08-01,22.489,59.742,NA,2,NA,NA,Green
Chelonia mydas,2019-09-13,24.654,53.046,NA,3,27.91,38.67,Green
Caretta caretta,2011-03-16,14.53845,52.94515,Juvenile,1899,26.96,36.04,Loggerhead
Caretta caretta,2011-12-31,8.57213,58.55146,Juvenile,2789,27.98,35.87,Loggerhead
Chelonia mydas,2017-03-25,24.633,53.06,NA,2,27.91,38.67,Green
Caretta caretta,2011-04-07,15.73422,53.84068,Juvenile,2590,26.94,36.1,Loggerhead
Chelonia mydas,2019-07-08,24.642,53.055,NA,2,27.91,38.67,Green
Caretta caretta,2011-05-09,15.50693,54.84979,Juvenile,3063,26.95,36.09,Loggerhead
Caretta caretta,2012-01-18,11.68861,55.14735,Juvenile,739,26.88,35.95,Loggerhead
Caretta caretta,2011-11-17,2.131,47.465,Juvenile,3643,27.23,35.33,Loggerhead
Caretta caretta,2010-12-19,0.3201,54.58114,Juvenile,4898,28.42,35.36,Loggerhead
Chelonia mydas,2017-08-29,25.26,54.068,NA,22,28.19,38.6,Green
Chelonia mydas,2019-09-07,24.452,52.968,NA,11,27.92,38.61,Green
Caretta caretta,2012-03-02,15.29224,55.72542,Juvenile,2698,27.01,36.09,Loggerhead
Chelonia mydas,2019-09-05,24.537,53.03,NA,3,27.93,38.65,Green
Caretta caretta,2011-04-15,7.00069,59.18912,Juvenile,3092,28.42,35.76,Loggerhead
Chelonia mydas,2019-05-25,24.442,53.203,NA,9,27.98,38.69,Green
Caretta caretta,2012-01-04,9.32772,57.45775,Juvenile,2400,27.63,35.89,Loggerhead
Caretta caretta,2011-04-04,15.3539,53.99529,Juvenile,2532,26.91,36.09,Loggerhead
Chelonia mydas,2018-08-05,25.581,58.049,NA,2,27.97,36.65,Green
Chelonia mydas,2016-12-02,20.59,58.933,NA,5,25.98,36.04,Green
Chelonia mydas,2019-06-24,24.635,53.041,NA,2,27.91,38.67,Green
Caretta caretta,2012-01-02,6.20221,49.07566,Juvenile,28,26.51,35.43,Loggerhead
Caretta caretta,2011-12-14,1.64628,56.63978,Juvenile,4656,28.71,35.35,Loggerhead
Chelonia mydas,2017-05-08,24.59,52.72,NA,15,27.81,38.58,Green
Caretta caretta,2012-05-31,17.9695,58.16501,Juvenile,3170,26.52,36.18,Loggerhead
Chelonia mydas,2018-03-21,24.615,53.02,NA,2,27.91,38.67,Green
Chelonia mydas,2017-01-29,24.592,54.412,NA,6,28.14,38.93,Green
Chelonia mydas,2018-03-23,24.364,53.005,NA,7,27.96,38.59,Green
Caretta caretta,2011-02-04,13.53438,55.316,Juvenile,3393,26.91,36.05,Loggerhead
Chelonia mydas,2018-03-13,24.61,53.058,NA,2,27.91,38.67,Green
Chelonia mydas,2017-04-27,24.61,53.036,NA,2,27.91,38.67,Green
Caretta caretta,2011-03-27,16.50071,54.26072,Juvenile,2520,26.65,36.07,Loggerhead
Chelonia mydas,2016-11-28,24.642,53.043,NA,2,27.91,38.67,Green
Caretta caretta,2012-04-09,14.96158,55.95222,Juvenile,2331,27.01,36.09,Loggerhead
Chelonia mydas,2019-06-09,24.639,53.046,NA,2,27.91,38.67,Green
Chelonia mydas,2017-06-03,26.002,56.021,NA,28,28,38.17,Green
Caretta caretta,2011-06-25,5.62573,59.04908,Juvenile,4041,28.67,35.67,Loggerhead
Caretta caretta,2012-03-08,9.23972,50.7213,Juvenile,34,26.21,35.65,Loggerhead
Caretta caretta,2011-04-15,13.71044,52.92248,Juvenile,2516,26.83,36,Loggerhead
Chelonia mydas,2019-09-04,25.311,53.26,NA,20,27.94,38.59,Green
Caretta caretta,2011-03-23,16.98979,54.22173,Juvenile,50,26.47,36,Loggerhead
Chelonia mydas,2017-07-22,24.663,53.054,NA,3,27.91,38.67,Green
Chelonia mydas,2019-07-28,24.657,53.097,NA,4,27.93,38.71,Green
Chelonia mydas,2018-04-14,24.419,53.034,NA,7,27.96,38.64,Green
Chelonia mydas,2016-08-19,24.743,53.865,NA,18,28.1,38.82,Green
Chelonia mydas,2018-04-28,24.494,53.001,NA,8,27.96,38.64,Green
Chelonia mydas,2016-09-24,24.585,54.402,NA,6,28.14,38.93,Green
Chelonia mydas,2016-09-29,25.736,55.862,NA,2,NA,NA,Green
Caretta caretta,2011-03-31,0.58136,43.44912,Juvenile,35,26.88,34.96,Loggerhead
Chelonia mydas,2018-05-14,24.597,53.545,NA,9,28.04,38.79,Green
Caretta caretta,2012-01-01,6.08538,49.00903,Juvenile,19,26.55,35.42,Loggerhead
Chelonia mydas,2019-08-07,24.639,53.05,NA,2,27.91,38.67,Green
Caretta caretta,2011-05-26,17.51936,55.57326,Juvenile,52,25.5,35.65,Loggerhead
Chelonia mydas,2016-09-18,24.586,54.432,NA,5,28.11,38.94,Green
Caretta caretta,2011-04-29,16.65531,55.64235,Juvenile,2966,26.55,36.09,Loggerhead
Caretta caretta,2011-04-16,13.43235,52.72571,Juvenile,2623,26.78,35.99,Loggerhead
Caretta caretta,2011-04-17,16.63028,55.20385,Juvenile,2972,26.53,36.07,Loggerhead
Chelonia mydas,2018-03-14,24.558,53.016,NA,4,27.93,38.65,Green
Chelonia mydas,2016-10-10,25.736,55.852,NA,2,NA,NA,Green
Chelonia mydas,2018-03-26,24.539,53.09,NA,2,27.94,38.67,Green
Chelonia mydas,2016-08-20,25.646,55.726,NA,2,28.21,38.74,Green
Chelonia mydas,2017-02-23,24.17,53.197,NA,13,27.99,38.65,Green
Caretta caretta,2011-04-18,4.18863,47.7095,Juvenile,5,26.64,35.4,Loggerhead
Chelonia mydas,2016-11-06,24.63,53.053,NA,2,27.91,38.67,Green
Caretta caretta,2011-04-16,16.34803,55.15346,Juvenile,2913,26.73,36.09,Loggerhead
Caretta caretta,2011-04-10,5.90841,60.40343,Juvenile,3305,28.82,35.69,Loggerhead
Chelonia mydas,2018-03-28,24.468,52.99,NA,7,27.92,38.61,Green
Chelonia mydas,2019-06-07,24.585,53.083,NA,2,27.91,38.67,Green
Caretta caretta,2011-03-19,0.63298,64.91262,Juvenile,3735,29.34,35.17,Loggerhead
Caretta caretta,2011-03-07,14.5559,52.38611,Juvenile,2493,27.12,36.04,Loggerhead
Caretta caretta,2012-03-28,9.25159,50.73225,Juvenile,37,26.17,35.65,Loggerhead
Chelonia mydas,2017-05-03,24.582,53.071,NA,2,27.93,38.65,Green
Caretta caretta,2011-03-02,11.60705,55.68995,Juvenile,4345,26.98,35.97,Loggerhead
Chelonia mydas,2018-06-07,24.773,53.13,NA,11,27.89,38.71,Green
Chelonia mydas,2019-09-22,24.651,53.032,NA,9,27.91,38.67,Green
Chelonia mydas,2017-05-24,24.652,52.952,NA,13,27.89,38.66,Green
Chelonia mydas,2018-06-06,25.477,55.413,NA,15,28.24,38.92,Green
Caretta caretta,2012-04-12,15.3009,56.30065,Juvenile,2928,26.95,36.11,Loggerhead
Caretta caretta,2010-12-23,-0.03843,55.8988,Juvenile,2895,28.63,35.35,Loggerhead
Chelonia mydas,2016-09-13,25.738,55.833,NA,3,28.19,38.72,Green
Caretta caretta,2011-04-08,5.7389,60.62176,Juvenile,2542,28.88,35.67,Loggerhead
Chelonia mydas,2018-05-16,24.532,53.155,NA,6,27.94,38.67,Green
Chelonia mydas,2019-02-06,24.568,56.645,NA,38,28.5,36.83,Green
Chelonia mydas,2018-06-08,24.771,53.128,NA,11,27.89,38.71,Green
Chelonia mydas,2017-05-02,24.627,53.046,NA,2,27.91,38.67,Green
Chelonia mydas,2018-09-23,26.03,55.172,NA,86,28.04,38.19,Green
Chelonia mydas,2018-04-25,24.655,53.033,NA,9,27.91,38.67,Green
Caretta caretta,2011-06-08,0.15011,56.73383,Juvenile,4666,28.73,35.34,Loggerhead
Caretta caretta,2011-12-22,4.02728,47.62609,Juvenile,14,26.64,35.36,Loggerhead
Caretta caretta,2011-12-30,8.28073,58.8931,Juvenile,2855,28.09,35.85,Loggerhead
Caretta caretta,2011-01-18,8.99531,58.39613,Juvenile,3916,27.87,35.91,Loggerhead
Chelonia mydas,2016-10-19,25.646,55.711,NA,2,28.21,38.74,Green
Caretta caretta,2011-01-27,1.39277,53.03889,Juvenile,5113,28.09,35.36,Loggerhead
Caretta caretta,2011-03-22,14.22033,51.37946,Juvenile,1918,27.64,36.03,Loggerhead
Chelonia mydas,2016-08-22,24.618,53.043,NA,2,27.91,38.67,Green
Caretta caretta,2011-02-13,6.03886,54.28954,Juvenile,3246,27.68,35.56,Loggerhead
Chelonia mydas,2016-09-25,24.643,54.491,NA,5,28.11,38.94,Green
Chelonia mydas,2016-07-29,25.641,55.716,NA,10,28.21,38.74,Green
Caretta caretta,2012-02-27,9.249,50.7066,Juvenile,27,26.21,35.65,Loggerhead
Chelonia mydas,2018-05-21,24.707,53.007,NA,12,27.91,38.69,Green
Caretta caretta,2011-05-09,14.32156,58.88298,Juvenile,3734,27.01,36.15,Loggerhead
Chelonia mydas,2016-08-15,25.775,55.861,NA,4,28.13,38.64,Green
Chelonia mydas,2017-05-16,24.629,53.011,NA,6,27.91,38.67,Green
Chelonia mydas,2018-04-30,25.947,55.615,NA,48,28.1,38.31,Green
Caretta caretta,2011-02-21,15.48401,52.31993,Juvenile,158,26.85,36.05,Loggerhead
Chelonia mydas,2016-12-26,24.145,53.411,NA,2,28,38.69,Green
Chelonia mydas,2016-09-15,24.619,54.426,NA,7,28.11,38.94,Green
Chelonia mydas,2016-06-18,24.629,52.999,NA,8,27.89,38.66,Green
Caretta caretta,2012-06-13,19.11148,61.56469,Juvenile,3628,27,36.3,Loggerhead
Caretta caretta,2012-04-21,14.67405,55.77878,Juvenile,3146,27,36.09,Loggerhead
Chelonia mydas,2017-04-16,24.667,54.365,NA,12,28.13,38.93,Green
Caretta caretta,2011-01-21,-0.02625,49.64493,Juvenile,4975,27.68,35.36,Loggerhead
Caretta caretta,2012-06-14,19.1167,61.82591,Juvenile,3611,27.03,36.32,Loggerhead
Caretta caretta,2011-12-29,7.80653,59.21923,Juvenile,2042,28.25,35.81,Loggerhead
Chelonia mydas,2017-05-06,25.729,55.847,NA,2,NA,NA,Green
Caretta caretta,2011-04-15,6.82514,59.31187,Juvenile,3587,28.49,35.75,Loggerhead
Caretta caretta,2012-05-16,16.14578,54.68522,Juvenile,2891,26.88,36.1,Loggerhead
Caretta caretta,2011-01-26,1.07783,52.64192,Juvenile,5120,28.05,35.36,Loggerhead
Chelonia mydas,2018-06-05,24.621,53.139,NA,4,27.93,38.71,Green
Chelonia mydas,2018-04-11,24.539,53.109,NA,6,27.94,38.67,Green
Chelonia mydas,2017-05-31,24.596,53.074,NA,2,27.91,38.67,Green
Chelonia mydas,2018-08-06,24.668,53.033,NA,11,27.91,38.69,Green
Chelonia mydas,2017-06-17,23.627,58.332,NA,10,28.11,36.82,Green
Chelonia mydas,2016-09-17,24.243,53.716,NA,19,27.99,38.79,Green
Caretta caretta,2011-04-11,16.00757,54.43399,Juvenile,2855,26.91,36.1,Loggerhead
Chelonia mydas,2019-07-12,24.635,53.05,NA,2,27.91,38.67,Green
Chelonia mydas,2016-06-10,24.503,52.91,NA,12,27.88,38.59,Green
Chelonia mydas,2017-05-11,24.394,52.871,NA,9,27.95,38.53,Green
Chelonia mydas,2018-03-18,24.484,53.223,NA,19,27.98,38.69,Green
Chelonia mydas,2018-03-23,24.624,53.161,NA,7,27.93,38.71,Green
Chelonia mydas,2018-07-08,24.685,53.093,NA,11,27.92,38.71,Green
Caretta caretta,2011-11-27,0.8641,53.21236,Juvenile,5094,28.16,35.37,Loggerhead
Chelonia mydas,2017-05-12,24.655,53.066,NA,2,27.91,38.67,Green
Chelonia mydas,2016-09-13,24.247,53.706,NA,20,27.99,38.79,Green
Chelonia mydas,2019-07-19,24.653,53.036,NA,6,27.91,38.67,Green
Chelonia mydas,2017-06-28,23.684,58.467,NA,51,28.11,36.81,Green
Caretta caretta,2012-01-15,10.929,55.70977,Juvenile,4047,27.03,35.94,Loggerhead
Chelonia mydas,2017-05-20,25.804,55.863,NA,6,28.13,38.64,Green
Caretta caretta,2012-04-21,14.62929,55.81967,Juvenile,3104,27.01,36.09,Loggerhead
Chelonia mydas,2016-11-26,24.647,53.04,NA,2,27.91,38.67,Green
Chelonia mydas,2016-08-09,24.656,53.085,NA,4,27.93,38.71,Green
Chelonia mydas,2016-12-11,24.15,53.394,NA,2,28,38.69,Green
Chelonia mydas,2017-05-09,24.573,53.067,NA,2,27.93,38.65,Green
Caretta caretta,2011-06-28,6.97983,58.81799,Juvenile,3264,28.4,35.75,Loggerhead
Chelonia mydas,2018-05-09,25.092,55.009,NA,9,28.24,38.99,Green
Caretta caretta,2012-01-18,11.71072,55.17905,Juvenile,1198,26.89,35.95,Loggerhead
Chelonia mydas,2017-05-18,24.633,53.05,NA,2,27.91,38.67,Green
Chelonia mydas,2016-12-14,24.587,54.4,NA,6,28.14,38.93,Green
Chelonia mydas,2016-09-23,24.68,53.079,NA,5,27.91,38.69,Green
Caretta caretta,2012-01-22,8.8891,50.53096,Juvenile,34,26.25,35.61,Loggerhead
Caretta caretta,2011-03-27,12.76571,51.09917,Juvenile,2330,27.87,36.05,Loggerhead
Caretta caretta,2011-06-28,6.792,58.87777,Juvenile,3206,28.44,35.74,Loggerhead
Caretta caretta,2011-06-08,0.0361,56.6793,Juvenile,4757,28.73,35.34,Loggerhead
Caretta caretta,2011-01-28,1.49819,53.07724,Juvenile,5107,28.09,35.36,Loggerhead
Chelonia mydas,2016-10-31,24.076,53.636,NA,21,27.98,38.76,Green
Chelonia mydas,2018-05-09,24.729,53.047,NA,15,27.91,38.69,Green
Caretta caretta,2012-05-05,15.79035,55.35383,Juvenile,3620,26.92,36.09,Loggerhead
Chelonia mydas,2017-06-05,25.093,56.361,NA,4,28.5,36.84,Green
Chelonia mydas,2018-10-20,24.667,53.056,NA,7,27.91,38.69,Green
Caretta caretta,2012-03-28,9.21706,50.71138,Juvenile,31,26.21,35.65,Loggerhead
Caretta caretta,2011-03-27,16.4506,54.15079,Juvenile,2141,26.77,36.07,Loggerhead
Chelonia mydas,2016-05-27,24.493,52.929,NA,13,27.92,38.61,Green
Chelonia mydas,2016-10-01,24.625,53.043,NA,2,27.91,38.67,Green
Chelonia mydas,2018-04-28,24.435,52.594,NA,8,27.83,38.45,Green
Caretta caretta,2012-04-02,16.41614,53.7605,Juvenile,2606,26.81,36.07,Loggerhead
Chelonia mydas,2016-08-15,24.638,52.99,NA,9,27.89,38.66,Green
Caretta caretta,2011-12-16,2.70801,57.07304,Juvenile,4958,28.71,35.42,Loggerhead
Chelonia mydas,2018-09-15,24.559,53.014,NA,3,27.93,38.65,Green
Caretta caretta,2011-12-17,2.99038,57.2044,Juvenile,4661,28.7,35.44,Loggerhead
Caretta caretta,2011-12-04,1.20481,54.67827,Juvenile,4870,28.42,35.36,Loggerhead
Chelonia mydas,2016-12-21,24.634,53.042,NA,2,27.91,38.67,Green
Chelonia mydas,2018-04-16,24.557,53.164,NA,9,27.94,38.67,Green
Chelonia mydas,2018-05-30,24.809,53.129,NA,9,27.89,38.71,Green
Caretta caretta,2012-04-14,15.46506,56.0206,Juvenile,3118,26.97,36.1,Loggerhead
Chelonia mydas,2016-05-26,24.494,52.926,NA,13,27.92,38.61,Green
Caretta caretta,2011-05-11,15.13262,55.10383,Juvenile,2779,27.01,36.08,Loggerhead
Caretta caretta,2011-03-31,15.76437,54.93779,Juvenile,2913,26.93,36.1,Loggerhead
Chelonia mydas,2017-04-29,24.367,52.989,NA,8,27.95,38.57,Green
Caretta caretta,2012-04-18,15.55496,55.50864,Juvenile,3095,26.97,36.09,Loggerhead
Chelonia mydas,2019-05-08,24.561,53.098,NA,2,27.94,38.67,Green
Chelonia mydas,2016-08-05,25.64,55.698,NA,14,28.21,38.74,Green
Caretta caretta,2011-05-09,14.30399,58.91963,Juvenile,3515,27.01,36.15,Loggerhead
Caretta caretta,2012-03-29,9.21714,50.68314,Juvenile,7,26.21,35.65,Loggerhead
Chelonia mydas,2016-08-27,24.266,53.75,NA,17,28.01,38.8,Green
Caretta caretta,2011-04-23,13.22206,53.55609,Juvenile,2895,26.83,35.97,Loggerhead
Caretta caretta,2012-06-18,19.72559,61.88379,Juvenile,3572,27.01,36.34,Loggerhead
Chelonia mydas,2018-03-15,24.635,53.031,NA,3,27.91,38.67,Green
Caretta caretta,2011-11-19,2.276,46.982,Juvenile,3092,27.12,35.3,Loggerhead
Caretta caretta,2012-01-17,8.68863,50.46569,Juvenile,54,26.28,35.6,Loggerhead
Chelonia mydas,2018-09-11,24.629,53.031,NA,3,27.91,38.67,Green
Chelonia mydas,2018-07-10,22.543,59.784,NA,80,26.95,36.64,Green
Chelonia mydas,2018-03-19,24.436,53.176,NA,10,27.98,38.69,Green
Chelonia mydas,2017-05-24,24.669,53.063,NA,4,27.91,38.69,Green
Chelonia mydas,2018-04-08,24.584,53.098,NA,2,27.93,38.71,Green
Caretta caretta,2011-07-02,8.48886,58.56159,Juvenile,2356,28.02,35.86,Loggerhead
Caretta caretta,2011-12-24,6.52141,59.29016,Juvenile,3951,28.55,35.74,Loggerhead
Caretta caretta,2011-05-12,15.05306,55.28062,Juvenile,2538,27.03,36.08,Loggerhead
Chelonia mydas,2019-05-18,24.568,53.046,NA,2,27.93,38.65,Green
Chelonia mydas,2018-06-09,24.566,53.147,NA,6,27.94,38.67,Green
